Search Term,MOMO Title,Product Title,Similarity
年節 禮盒,【阿財】黑糖發粿10片(400G±40G/片;年菜/年節禮盒),"Sky Love Premium 5 種堅果禮盒, 960克, 1套",0.63670707
年節 禮盒,【紅布朗】人氣綜合堅果禮盒(送禮推薦/年節/春節/過年/新年/新春/伴手禮/長輩/養生/素食),"Sky Love Premium 5 種堅果禮盒, 960克, 1套",0.601405
年節 禮盒,【北港日香珍】芋頭流沙月餅6入禮盒(含運;附提袋;月餅禮盒;年節禮盒),"Sky Love Premium 5 種堅果禮盒, 960克, 1套",0.62706304
年節 禮盒,【瀚軒】樂可思智利鮑貝紙盒禮盒 3罐(南北貨禮盒/年節伴手禮盒),"Sky Love Premium 5 種堅果禮盒, 960克, 1套",0.731446
年節 禮盒,【每日宅鮮】南投埔里紫樽百香果禮盒(3Kg±10% X1箱 年節禮盒)(中秋禮盒),"Sky Love Premium 5 種堅果禮盒, 960克, 1套",0.7298428
年節 禮盒,【亞尼克果子工房】一口餅乾綜合禮盒-伴手禮年節禮盒(門市自取免運),"Sky Love Premium 5 種堅果禮盒, 960克, 1套",0.70934594
年節 禮盒,【紅布朗】綜合堅果果乾隨手包禮盒25Gx12包(送禮推薦/年節/春節/過年/新年/新春/伴手禮/長輩/養生/素食),"Sky Love Premium 5 種堅果禮盒, 960克, 1套",0.57188886
年節 禮盒,【裕珍馨】紫玉酥-8入-商品有效期限16天(-用心製餅 文化傳承-商品均附提袋-年節禮盒),"Sky Love Premium 5 種堅果禮盒, 960克, 1套",0.71263474
年節 禮盒,【瀚軒】樂可思智利鮑貝禮盒 木盒(南北貨禮盒/年節伴手禮盒),"Sky Love Premium 5 種堅果禮盒, 960克, 1套",0.7223876
年節 禮盒,【喜Roro】堅果塔+瓦片綜合禮盒X1盒 附提袋(2選1 年節送禮/伴手禮盒),"Sky Love Premium 5 種堅果禮盒, 960克, 1套",0.7716232
年節 禮盒,【北港日香珍】紅豆麻糬餅*5盒(600克/盒;含運;中秋月餅禮盒 年節禮盒),"Sky Love Premium 5 種堅果禮盒, 960克, 1套",0.6522588
年節 禮盒,【初品果】南投埔里A級百香果禮盒5斤X1盒(原生種_香甜飽滿_產地直送_年節禮盒_中秋禮盒),"Sky Love Premium 5 種堅果禮盒, 960克, 1套",0.6840916
年節 禮盒,【喜Roro】體面大禮盒X1盒 夏威夷豆綜合堅果塔15入/盒 附提袋(蛋奶素/年節伴手禮盒),"Sky Love Premium 5 種堅果禮盒, 960克, 1套",0.75335336
年節 禮盒,義大利喬凡尼Giurlani 老樹特級初榨橄欖油500Ml雙入禮盒組 中秋禮盒 年節送禮(禮盒),"Heidel 酪梨油禮盒2入組 250ml, 1套",0.7111057
年節 禮盒,【賀老爹】口感濃郁 薑母糖/全素 300G  二入組(薑母糖   年菜/年節禮盒),"Sky Love Premium 5 種堅果禮盒, 960克, 1套",0.58187324
年節 禮盒,【喜Roro】夏威夷豆綜合堅果塔10入X1盒(附提袋/蛋奶素/年節伴手禮盒),"Sky Love Premium 5 種堅果禮盒, 960克, 1套",0.75548375
年節 禮盒,【北港日香珍】狀元餅+香Q餅(600G/盒;中秋月餅禮盒;年節禮盒),"Sky Love Premium 5 種堅果禮盒, 960克, 1套",0.67813283
年節 禮盒,【宜珍齋】傳統大餅  7種口味任選 X4盒(一斤)(年菜/年節禮盒),"Sky Love Premium 5 種堅果禮盒, 960克, 1套",0.64147043
年節 禮盒,【一之軒】5入金Q餅禮盒(一盒)(年菜/年節禮盒),"Sky Love Premium 5 種堅果禮盒, 960克, 1套",0.7362767
年節 禮盒,【龍鳳堂】冠軍烏豆沙蛋黃酥禮盒*1盒(60Gx9入/盒;中秋月餅禮盒;年節禮盒),"Sky Love Premium 5 種堅果禮盒, 960克, 1套",0.67239285
年節 禮盒,【紅布朗】典藏金緻堅果禮盒(送禮推薦/年節/春節/過年/新年/新春/伴手禮/長輩/養生/素食),"Sky Love Premium 5 種堅果禮盒, 960克, 1套",0.5984724
年節 禮盒,【聖保羅烘焙花園】聖保羅Q餅5入禮盒 2盒/組 共10顆(年節送禮 招牌Q餅 中秋禮盒/年菜/年節禮),"Sky Love Premium 5 種堅果禮盒, 960克, 1套",0.61712396
電源線 hp,【Ibits】Mdd Pd誘騙線 140W Type-C轉Dc充電線 20V 7A Dell Hp Asus(電源線-戴爾),"Soltop AC 16A 直式電源線 大容量 PC 電源線 SOLTOP-1387, 3m, 1個",0.6985236
電源線 hp,【Ibits】Mdd Pd誘騙線 140W Type-C轉Dc充電線 20V 7A Dell Hp Asus(電源線-華碩/惠普),"Soltop AC 16A 直式電源線 大容量 PC 電源線 SOLTOP-1387, 3m, 1個",0.70886296
電源線 hp,【Hp 惠普】一切七座電源延長線(Hp072Gbwht1.8Tw),"hp 4K 超高清顯示器, 71.1cm, HP U28 4K HDR",0.71649265
電源線 hp,【台達電子】Innergie 90W T9 原廠變壓器 充電器 電源線(Asus 華碩 Acer 宏碁 Hp Dell Lenovo 萬用變壓器),"Soltop AC 16A 直式電源線 大容量 PC 電源線 SOLTOP-1387, 3m, 1個",0.6922435
電源線 hp,【Hp 惠普】六切六座電源延長線(Hp074Gbblk1.8Tw),"hp 4K 超高清顯示器, 71.1cm, HP U28 4K HDR",0.6948768
電源線 hp,【Hp 惠普】四切四座電源延長線(Hp073Gbwht1.8Tw),"HP Pro Display P24v G5 全高清顯示器, HP P24v G5 FHD Monitor",0.7034943
電源線 hp,【Hp 惠普】四切四座電源延長線(Hp073Gbblk1.8Tw),"HP Pro Display P24v G5 全高清顯示器, HP P24v G5 FHD Monitor",0.7028624
電源線 hp,【Hp 惠普】一切七座電源延長線(Hp072Gbblk1.8Tw),"hp 4K 超高清顯示器, 71.1cm, HP U28 4K HDR",0.71592265
電源線 hp,【Kinyo】304不鏽鋼隨行快煮壼600Ml(無底座+分離式電源線+折疊式防燙把手 As-Hp65),"Soltop AC 16A 直式電源線 大容量 PC 電源線 SOLTOP-1387, 3m, 1個",0.5108603
枸杞,【Kanboo 肯寶】漢方養生三味禮盒-有機枸杞+有機黃耆養生包+有機紅棗(送禮推薦/中秋節禮盒/過年禮盒),"SUPERFOOD 枸杞茶茶包, 50個, 1克, 2包",0.71908873
枸杞,【自然甜堅果】枸杞(直接吃或燉煮皆可),"枸杞茶包, 1g, 20個",0.89249307
枸杞,【台灣好品】有機枸杞王120G,"枸杞茶包, 1g, 20個",0.9236174
枸杞,【義昌嚴選枸杞】嚴選枸杞200G,"東光枸杞韓, 600克, 1個",0.9112062
枸杞,【統一生機】有機枸杞150G,"枸杞粉, 1200克, 1個",0.9245377
枸杞,【統一生機】有機枸杞150Gx3包,"枸杞粉, 1200克, 1個",0.9217292
枸杞,【里仁】有機枸杞子150G(盒裝),"枸杞粉, 1200克, 1個",0.9175113
枸杞,【台灣好品】有機特級枸杞王120Gx5袋(可直接食用),"枸杞茶包, 1g, 20個",0.92216617
枸杞,【和盛記】特選高規貢果級生機枸杞(150G/包),"東光枸杞韓, 600克, 1個",0.87204283
枸杞,【十翼饌】上等特級枸杞340G,"枸杞茶包, 1g, 20個",0.89355975
枸杞,本草養生 頂級｜生機枸杞｜300公克 X2包｜國家標準檢驗合格｜可直接吃、泡茶煲湯,"枸杞茶包, 1g, 20個",0.8923885
枸杞,自然甜堅果  枸杞180G，粒頭大，能直接吃，經Sgs檢驗合格。,"東光枸杞韓, 600克, 1個",0.89438224
枸杞,【六安堂】大號-枸杞 頂級生機枸杞 600Gx1(新鮮乾貨系列),"偉大的枸杞茶枸杞, 50入, 1g, 1個",0.91138643
枸杞,【好福食品】埔里菇寶貢果級安心枸杞250G*2包(國家標準檢驗合格 可直接食用),"好夢南瓜枸杞乾, 3個, 200g",0.83481467
枸杞,【義昌嚴選枸杞】嚴選枸杞2入組(200G),"枸杞茶包, 1g, 20個",0.9099897
枸杞,【十翼饌】上等特級枸杞120G,"枸杞茶包, 1g, 20個",0.88949466
枸杞,【台灣好品】有機枸杞+紅棗大王120G/入(枸杞*3入+紅棗*2入/共5入),"偉大的枸杞茶枸杞, 50入, 1g, 1個",0.8625939
枸杞,【義昌生技】嚴選紅棗300G,"東光枸杞韓, 600克, 1個",0.64206916
枸杞,【台灣好品】有機特級枸杞王120G*5袋(可直接食用),"枸杞茶包, 1g, 20個",0.9178127
枸杞,無毒安全檢驗合格 枸杞600G 經過Sgs認證,"枸杞茶包, 1g, 20個",0.91015345
枸杞,【Vilson 米森】有機枸杞子135G,"枸杞粉, 1200克, 1個",0.8916673
枸杞,【正太藥行・迪化街老店】生機枸杞 中 250公克(無農藥枸杞),"偉大的枸杞茶枸杞, 50入, 1g, 1個",0.9099413
枸杞,【六安堂】小號-枸杞 頂級生機枸杞 600Gx1(新鮮乾貨系列),"偉大的枸杞茶枸杞, 50入, 1g, 1個",0.90751565
枸杞,【蔘大王】生機超級大貢品枸杞子（300Gx2）（長效期冷藏版）(三星枸杞 貢品超級大 10分甜 雪山低溫產區),"偉大的枸杞茶枸杞, 50入, 1g, 1個",0.7962487
枸杞,【品綠】有機枸杞(200Gx1袋),"枸杞茶包, 1g, 20個",0.91064686
枸杞,【陳家糧舍】枸杞 天然枸杞 枸杞粒(枸杞),"偉大的枸杞茶枸杞, 50入, 1g, 1個",0.9197798
枸杞,【紅布朗】有機枸杞200G,"枸杞粉, 1200克, 1個",0.9008906
枸杞,【金德恩】會興社生機小美人枸杞600G/包(調理烹煮 正元堂 枸杞 生機枸杞 漢方料理 會興社枸杞),"印加紅曲發酵枸杞枸杞提取物粉末, 150g, 3個",0.9088557
枸杞,【仁濟中藥】貢果等級 養生枸杞200G（非茶包/自行調配濃淡）(枸杞功效、枸杞茶、枸杞紅棗茶),"枸杞茶包, 1g, 20個",0.8993267
枸杞,【六安堂】大號-枸杞 頂級生機枸杞300G/包X1(新鮮乾貨系列),"偉大的枸杞茶枸杞, 50入, 1g, 1個",0.90894556
dyson v8 電池,【Power Master】Dyson V8適用 原廠同品牌電芯 4200Mah 全場最大容量 智生活 Gl-Dc82(18個月保固),"Nusim Dyson V6兼容過濾器v678引發2P + V6 POST, 1套, 單品",0.7130499
dyson v8 電池,【Chak恰可】Dyson V7 V8吸塵器共用版 超高容量4000Mah鋰電池 Dc8240 加贈濾網組(Dyson 副廠電池 戴森配件),"dyson 戴森 Pure Cool 空氣清淨機濾網 TP03/TP02/TP00/AM11型號適用 19.8*20.1cm, 1個",0.71175116
dyson v8 電池,【Tt-Power】Dyson V8鋰電池 通用原廠吸塵器 4000Mah(台灣製造 Bsmi認證),"Nusim Dyson V6兼容過濾器v678引發2P + V6 POST, 1套, 單品",0.7485691
dyson v8 電池,【Chak恰可】Dyson V7 V8共用版 4000Mah 副廠吸塵器鋰電池  Dc8240(Dyson 副廠電池 戴森吸塵器配件),"Nusim Dyson V6兼容過濾器v678引發2P + V6 POST, 1套, 單品",0.71657723
dyson v8 電池,【芯霸電池】Dyson 戴森 V8 4000Mah Sv10 吸塵器專用台灣製造電池 內附好禮(全台製 保固20個月),"dyson 戴森 Pure Cool 空氣清淨機濾網 TP03/TP02/TP00/AM11型號適用 19.8*20.1cm, 1個",0.7063294
dyson v8 電池,【Deen Z】適用 Dyson V8 Sv10 戴森V8全球通用版 3000Mah大容量鋰電池(一年保固 免費吸塵器健檢服務),"dyson 戴森 Pure Cool 空氣清淨機濾網 TP03/TP02/TP00/AM11型號適用 19.8*20.1cm, 1個",0.71078867
dyson v8 電池,【Chak恰可】Dyson V7 V8吸塵器共用版 高容量3000Mah鋰電池 Dc8230 加贈濾網組(Dyson 副廠電池 戴森配件),"dyson 戴森 Pure Cool 空氣清淨機濾網 TP03/TP02/TP00/AM11型號適用 19.8*20.1cm, 1個",0.71888274
dyson v8 電池,【禾淨家用Hg】Dyson V8 Dc8225 2400Mah 副廠吸塵器配件 鋰電池(台灣製造 保固18個月),"Nusim Dyson V6兼容過濾器v678引發2P + V6 POST, 1套, 單品",0.67481196
dyson v8 電池,【Dyson V8電池】高容量3000Mah鋰電池 副廠電池 吸塵器配件(加贈前後濾網組),"Nusim Dyson V6兼容過濾器v678引發2P + V6 POST, 1套, 單品",0.69549865
dyson v8 電池,【484】Dyson V7 V8 Sv10 Sv11 Fluffy Absolute Animal 副廠電池 4000Mah 保固12個月,"Nusim Dyson V6兼容過濾器v678引發2P + V6 POST, 1套, 單品",0.7140033
dyson v8 電池,【Have Green Days 綠綠好日】適用 Dyson戴森 V7 V8系列 吸塵器電池(Bsmi認證 台灣Mit鋰電池),"dyson 戴森 Pure Cool 空氣清淨機濾網 TP03/TP02/TP00/AM11型號適用 19.8*20.1cm, 1個",0.7598168
dyson v8 電池,【芯霸電池】Dyson 戴森 V8 4000Mah V7 Sv10 Sv11 吸塵器專用台灣製造電池(銀離子超值組),"dyson 戴森 Pure Cool 空氣清淨機濾網 TP03/TP02/TP00/AM11型號適用 19.8*20.1cm, 1個",0.6974759
dyson v8 電池,【芯霸電池】Dyson 戴森 V8 4000Mah Sv10 吸塵器專用台灣製造電池 內附好禮(全台製 加碼贈送前置&後蓋Hepa),"dyson 戴森 Pure Cool 空氣清淨機濾網 TP03/TP02/TP00/AM11型號適用 19.8*20.1cm, 1個",0.7221696
dyson v8 電池,【Jj】Dyson V7 V8 Sv10 Sv11 4000Mah 戴森吸塵器用副廠電池 台灣製 Mit 贈配件(保固12個月),"dyson 戴森 Pure Cool 空氣清淨機濾網 TP03/TP02/TP00/AM11型號適用 19.8*20.1cm, 1個",0.7222412
dyson v8 電池,【Chak恰可】Dyson V7 V8吸塵器共用版 高容量3000Mah鋰電池 Dc8230(Dyson 副廠電池 戴森吸塵器配件),"Nusim Dyson V6兼容過濾器v678引發2P + V6 POST, 1套, 單品",0.7105333
dyson v8 電池,【清日電子】Dyson 戴森 日本版 V8 Sv10 3000Mah 吸塵器專用真台灣製造電池 Absolute Animal,"dyson 戴森 Pure Cool 空氣清淨機濾網 TP03/TP02/TP00/AM11型號適用 19.8*20.1cm, 1個",0.7666804
dyson v8 電池,【禾淨家用Hg】Dyson V8 2400Mah 副廠吸塵器鋰電池 Dc8225(台灣製造),"Nusim Dyson V6兼容過濾器v678引發2P + V6 POST, 1套, 單品",0.6875048
dyson v8 電池,【484】福利品 Dyson V8 系列 電池 3000Mah 副廠電池 2020年製(保固半年),"Nusim Dyson V6兼容過濾器v678引發2P + V6 POST, 1套, 單品",0.65818566
dyson v8 電池,【芯霸電池】Dyson 戴森V7 V8系列專用後蓋 Hepa 台灣製造(奈米銀離子抗菌防護Hepa濾網),"dyson 戴森 Pure Cool 空氣清淨機濾網 TP03/TP02/TP00/AM11型號適用 19.8*20.1cm, 1個",0.80095196
鋰鐵電池,【鐵力能源】超長壽命鋰鐵電瓶 鋰鐵電池 Lt-B0015-R 31Ah 600Cca 36B20R_送基本安裝(車麗屋),"電動車鋰離子電池基礎及應用，精裝, 威利",0.75439054
鋰鐵電池,【Sanden 紅色閃電】Sd-Sb14 容量9Ah 機車鋰鐵電池(對應Yt12A-Bs、Ytx12-Bs、Ttz14S、Ytx14-Bs),"電動車鋰離子電池基礎及應用，精裝, 威利",0.69430345
鋰鐵電池,【勁芯】機車專用鋰鐵電池6號 Lf-6V(300Cc以下適用),"Energizer 勁量 鈕扣型鋰電池 2032 3V, 6個",0.73840994
鋰鐵電池,【Ezbpower】80Ln5 超級電容 鋰鐵電池 歐規電池 怠速熄火可安裝(永久電瓶),"電動車鋰離子電池基礎及應用，精裝, 威利",0.7249764
